dataset,model,seed,label_rate,ablation,noise_level,accuracy,best_epoch,train_time
Cora,GCN,4,0.03,edge_drop,,0.7630000114440918,8,0.8814060688018799
Cora,GCN,4,0.05,identity,,0.8230000138282776,10,0.9683902263641357
Cora,GCN,4,0.05,shuffled_features,,0.5540000200271606,23,1.3924486637115479
Cora,GCN,4,0.05,gaussian_features,0.1,0.7699999809265137,15,1.1253643035888672
Cora,GCN,4,0.05,gaussian_features,0.3,0.6980000138282776,33,1.7315995693206787
Cora,GCN,4,0.05,gaussian_features,0.5,0.6370000243186951,27,2.148327589035034
Cora,GCN,4,0.05,edge_drop,,0.796999990940094,20,1.36948823928833
Cora,GCN,4,0.1,identity,,0.8410000205039978,9,0.9404833316802979
Cora,GCN,4,0.1,shuffled_features,,0.6179999709129333,24,1.3800055980682373
Cora,GCN,4,0.1,gaussian_features,0.1,0.8149999976158142,9,0.9421942234039307
Cora,GCN,4,0.1,gaussian_features,0.3,0.7590000033378601,59,2.4933369159698486
Cora,GCN,4,0.1,gaussian_features,0.5,0.7039999961853027,53,2.2909722328186035
Cora,GCN,4,0.1,edge_drop,,0.8220000267028809,17,1.3481101989746094
